time,temp,cpu,mem
2020-04-29 00:00:00,31,24.60341651928607,34.83819167233618
2020-04-29 00:00:05,31,21.739765447912564,18.867831415340877
2020-04-29 00:00:10,31,19.03583774913647,19.026542787232007
2020-04-29 00:00:15,31,35.28463378402433,58.51016795886221
2020-04-29 00:00:20,31,13.051956643375851,25.20292470997088
2020-04-29 00:00:25,31,19.871886006747765,16.06452299016191
2020-04-29 00:00:30,31,26.377387667979804,18.279692272175094
2020-04-29 00:00:35,31,22.477802542984367,15.308943678234261
2020-04-29 00:00:40,31,11.86502127073766,9.379816396885989
2020-04-29 00:00:45,31,22.346413728839128,27.79800102112153
2020-04-29 00:00:50,31,33.83956522750454,25.42469082516944
2020-04-29 00:00:55,31,22.78723996223464,19.55573404582117
2020-04-29 00:01:00,31,15.65711320853526,49.46060502620878
2020-04-29 00:01:05,31,23.31233062398065,26.055707981431553
2020-04-29 00:01:10,31,14.106463224568875,22.011184027313263
2020-04-29 00:01:15,31,22.62470982368679,14.046731534548526
2020-04-29 00:01:20,31,11.283045547865587,22.271736862671958
2020-04-29 00:01:25,31,32.453266871249866,15.743708278275655
2020-04-29 00:01:30,31,18.09252925528114,32.065719068368395
2020-04-29 00:01:35,31,33.84657660251875,29.15970581732637
2020-04-29 00:01:40,31,16.285518827738933,23.4362805613595
2020-04-29 00:01:45,31,30.72719679449393,30.555406738403043
2020-04-29 00:01:50,31,27.38620034032698,14.574767631085697
2020-04-29 00:01:55,31,22.112343645210064,25.55860894352496
2020-04-29 00:02:00,31,21.3316045600797,29.02915030136443
2020-04-29 00:02:05,31,33.52605069582746,13.577349447425132
2020-04-29 00:02:10,31,20.15179538956652,13.325003539102521
2020-04-29 00:02:15,31,19.646091345069188,21.730818706340106
2020-04-29 00:02:20,31,21.176410494755302,13.64275068881563
2020-04-29 00:02:25,31,28.0476738357512,15.714740130477715
2020-04-29 00:02:30,31,48.61843190428255,11.423450911884311
2020-04-29 00:02:35,31,28.539806216523044,12.189517949956217
2020-04-29 00:02:40,31,18.86769954292617,33.745043477222374
2020-04-29 00:02:45,31,23.261775008728385,14.998138798199644
2020-04-29 00:02:50,31,23.354241288649877,10.616724424263792
2020-04-29 00:02:55,31,31.360186997449077,20.428279251430588
2020-04-29 00:03:00,31,22.630339057496926,8.176163897585647
2020-04-29 00:03:05,31,18.818163927369874,19.535561923213958
2020-04-29 00:03:10,31,16.686581156499038,33.595862544780125
2020-04-29 00:03:15,31,15.359651035831034,10.452394002303903
2020-04-29 00:03:20,31,35.51955145534243,19.542840966469452
2020-04-29 00:03:25,31,14.630991746374608,10.790504608815388
2020-04-29 00:03:30,31,27.69184486181021,23.226631328843148
2020-04-29 00:03:35,31,30.442755467324247,19.503573519510827
2020-04-29 00:03:40,31,18.835756247403815,20.228401176826644
2020-04-29 00:03:45,31,15.761961487757837,12.947877171967967
2020-04-29 00:03:50,31,31.61581005140888,22.09137622439011
2020-04-29 00:03:55,31,37.784156015156825,27.444211117198446
2020-04-29 00:04:00,31,22.137738205616273,27.51092086824336
2020-04-29 00:04:05,31,21.396554258451456,23.198259956160594
2020-04-29 00:04:10,31,12.646291231703474,9.739011561038794
2020-04-29 00:04:15,31,8.07225662789243,24.272287060655835
2020-04-29 00:04:20,31,30.152485322704575,9.817564414677765
2020-04-29 00:04:25,31,6.7752118477289045,29.39346769861841
2020-04-29 00:04:30,31,10.72537793192362,14.401265998441042
2020-04-29 00:04:35,31,31.607137964637968,13.490400627561808
2020-04-29 00:04:40,31,29.213103833728045,18.3942918206647
2020-04-29 00:04:45,31,20.644311647583663,12.432116879125346
2020-04-29 00:04:50,31,21.715813267261275,29.487418503909407
2020-04-29 00:04:55,31,13.940481579573667,10.415281908140562
2020-04-29 00:05:00,31,22.34756670465758,15.528554233344668
2020-04-29 00:05:05,31,9.282008083472848,12.374772515372662
2020-04-29 00:05:10,31,20.47423228411512,15.544039756690772
2020-04-29 00:05:15,31,26.904842330319827,20.663084469685735
2020-04-29 00:05:20,31,13.275444102253779,75.45397993300301
2020-04-29 00:05:25,31,28.722349056463077,24.07684430537947
2020-04-29 00:05:30,31,18.891305987322447,23.706110983129214
2020-04-29 00:05:35,31,11.756178189491738,20.884847162355147
2020-04-29 00:05:40,31,17.76307266265463,18.385910127858153
2020-04-29 00:05:45,31,14.78793122386838,13.666352243363297
2020-04-29 00:05:50,31,17.815320395714544,21.340451184786996
2020-04-29 00:05:55,31,17.609788435709415,13.076227399159565
2020-04-29 00:06:00,31,14.896948077286684,17.139993691528918
2020-04-29 00:06:05,31,12.437335647142042,20.580109578714765
2020-04-29 00:06:10,31,15.264777847504783,17.395412414394393
2020-04-29 00:06:15,31,13.294073249036353,22.294977499856373
2020-04-29 00:06:20,31,30.309427479276945,27.58473854372625
2020-04-29 00:06:25,31,27.117937324794543,13.200058531524105
